uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
PR,78.203.130/0001-19,08.682-7,ofício de registro civil e tabelionato de notas,Boa Esperança,87390000,"",1963-07-10,casamentos;nascimentos;notas;óbitos,município de boa esperança,mamborê
PR,78.103.470/0001-78,08.114-1,ofício de registro civil das pessoas naturais e tabelionato de notas,Boa Esperança do Iguaçu,85680000,"",1966-01-22,casamentos;nascimentos;notas;óbitos,município de boa esperança do iguaçu,dois vizinhos
PR,10.707.001/0001-24,08.796-5,ofício de registro civil das pessoas naturais e tabelionato de notas,Boa Vista da Aparecida,85780000,"",1968-10-14,casamentos;nascimentos;notas;óbitos,município de boa vista da aparecida,capitão leônidas marques
PR,75.728.518/0001-90,08.175-2,"ofício de registro civil, títulos,  documentos e pessoas jurídicas",Bocaiúva do Sul,83450000,"",1889-01-15,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de bocaiúva do sul,bocaiúva do sul
PR,75.728.758/0001-40,14.208-3,tabelionato de notas e de protesto de títulos,Bocaiúva do Sul,83450000,"",1874-01-15,notas;protesto de títulos,município de bocaiúva do sul,bocaiúva do sul
PR,75.728.774/0001-32,08.504-3,ofício do registro de imóveis,Bocaiúva do Sul,83450000,"",1949-02-15,registro de imóveis,municípios de bocaiúva do sul;tunas do paraná e adrianópolis,bocaiúva do sul
PR,77.938.488/0001-27,08.779-9,ofício do registro civil e tabelionato de notas,Bom Sucesso,86940000,"",1954-04-30,casamentos;nascimentos;notas;óbitos,município de bom sucesso,jandaia do sul
PR,77.780.799/0001-00,08.579-5,ofício do registro civil e tabelionato de notas,Bom Sucesso do Sul,85515000,"",1954-04-30,casamentos;nascimentos;notas;óbitos,município de bom sucesso do sul,pato branco
PR,77.938.504/0001-81,12.988-2,ofício de registro civil das pessoas naturais e tabelionato de notas,Borrazópolis,86925000,"",1954-03-29,casamentos;nascimentos;notas;óbitos,município de borrazópolis,faxinal
PR,78.106.580/0001-93,08.580-3,ofício de registro civil e tabelionato de notas,Braganey,85430000,"",1985-03-15,casamentos;nascimentos;notas;óbitos,município de braganey,corbélia
PR,78.201.571/0001-81,08.084-6,ofício de registro civil e tabelionato de notas,Brasilândia do Sul,87595000,"",1965-09-17,casamentos;nascimentos;notas;óbitos,município de brasilândia do sul,alto piquiri
PR,78.008.984/0001-44,08.702-3,ofício de registro civil e tabelionato de notas,Cafeara,86640000,"",1954-09-06,casamentos;nascimentos;notas;óbitos,município de cafeara,centenário do sul
PR,78.118.890/0001-28,08.673-6,ofício do registro civil e tabelionato de notas,Cafelândia,85415000,"",1963-06-21,casamentos;nascimentos;notas;óbitos,município de cafelândia,corbélia
PR,77.870.038/0001-40,08.252-9,ofício de registro civil das pessoas naturais e tabelionato de notas,Cafezal do Sul,87565000,"",1962-03-19,casamentos;nascimentos;notas;óbitos,município de cafezal do sul,iporã
PR,78.031.002/0001-35,08.134-9,ofício de registro civil e tabelionato de notas,Califórnia,86820000,"",1949-02-20,casamentos;nascimentos;notas;óbitos,município de califórnia,marilândia do sul
PR,77.655.660/0001-35,08.600-9,ofício de registro civil das pessoas naturais e anexos,Cambará,86390000,"",1920-09-22,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de cambará,cambará
PR,77.655.645/0001-97,08.694-2,tabelionato de notas e de protesto de títulos,Cambará,86390000,www.machado.not.br,1920-09-20,notas;protesto de títulos,município de cambará,cambará
PR,77.655.579/0001-55,08.567-0,ofício do registro de imóveis,Cambará,86390000,"",1927-06-14,registro de imóveis,município de cambará,cambará
PR,78.033.065/0001-20,08.431-9,"ofício de registro civil, títulos e documentos, pessoas jurídicas e 2º tabelionato de protesto de títulos",Cambé,86181230,www.ocartorio.net,1938-01-16,casamentos;interdições e tutelas;nascimentos;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de cambé,cambé
PR,78.033.172/0001-59,08.742-9,1º tabelionato de notas e de protesto de títulos,Cambé,86182135,"",1954-05-31,notas;protesto de títulos,município de cambé,cambé
PR,78.033.032/0001-80,08.185-1,ofício de registro de imovéis,Cambé,86181100,"",1954-06-24,registro de imóveis,município de cambé,cambé
PR,77.938.421/0001-92,13.062-5,ofício de registro civil e tabelionato de notas,Cambira,86890000,"",1954-05-11,casamentos;nascimentos;notas;óbitos,município cambira.,apucarana
PR,81.266.827/0001-43,08.498-8,"ofício do registro civil, títulos e documentos e pessoas jurídicas",Campina da Lagoa,87345000,"",1955-07-08,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de campina da lagoaaltamirado paraná;nova cantu e distritos herveiras;salles de oliveira e bela vista do piquiri,campina da lagoa
PR,77.846.789/0001-57,08.648-8,tabelionato de notas e de protesto de títulos,Campina da Lagoa,87345000,"",1955-07-08,notas;protesto de títulos,bela vista do piquiri e herveira;município de campina da lagoa;nova cantu e altamira do paraná. distritos salles de oliveira,campina da lagoa
PR,80.880.651/0001-52,08.605-8,ofício de registro de imóveis,Campina da Lagoa,87345000,"",1988-10-17,registro de imóveis,municípios de campina da lagoa;nova cantu e altamira do paraná,campina da lagoa
PR,77.846.848/0001-60,08.670-2,ofício do registro civil e tabelionato de notas - bela vista do piquiri,Campina da Lagoa,87347000,"",1970-04-17,casamentos;nascimentos;notas;óbitos,município de campina da lagoa,campina da lagoa
PR,81.270.290/0001-95,14.209-1,ofício do registro civil e tabelionato de notas -  salles de oliveira,Campina da Lagoa,87349000,"",1991-07-24,casamentos;nascimentos;notas;óbitos,município de campina da lagoa e distrito de salles de oliveira,campina da lagoa
PR,78.568.789/0001-79,08.812-0,tabelionato de notas e de protesto de títulos,Campina Grande do Sul,83430000,"",1882-04-01,notas;protesto de títulos,municípios de campina grande do sul e quatro barras,campina grande do sul
PR,75.719.476/0001-86,08.331-1,ofício do registro civil e tabelionato de notas,Campina Grande do Sul,83440000,"",1967-02-16,casamentos;nascimentos;notas;óbitos,distrito de paiol de baixo,campina grande do sul
PR,01.194.243/0001-70,08.085-3,ofício  do registro civil e tabelionato de notas - dist. jardim paulista,Campina Grande do Sul,83430000,"",1996-04-11,casamentos;nascimentos;notas;óbitos,distrito de jardim paulista,campina grande do sul
PR,01.007.101/0001-57,08.176-0,"ofício de registro civil, títulos e documentos e registro de pessoas naturais",Campina Grande do Sul,83430000,"",1995-06-29,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de campina grande do sul e quatro barras,campina grande do sul
PR,00.829.600/0001-67,08.425-1,ofício de registro de imóveis,Campina Grande do Sul,80430000,"",1995-06-29,registro de imóveis,municípios de quatro barras e campina grande do sul,campina grande do sul
PR,78.118.734/0001-67,08.797-3,ofício de registro civil e tabelionato de notas,Campo Bonito,85450000,"",1964-12-14,casamentos;nascimentos;notas;óbitos,município de campo bonito,guaraniaçu
PR,78.124.633/0001-07,08.216-4,ofício de registro civil das pessoas naturais e tabelionato  de notas,Campo do Tenente,83870000,"",1916-10-01,casamentos;nascimentos;notas;óbitos,município de campo do tenente,rio negro
PR,10.648.645/0001-99,08.410-3,"ofício de registro civil, títulos e documentos e civil de pessoas jurídicas",Campo Largo,83601160,"",1876-07-05,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de campo largo.,campo largo
PR,77.787.273/0001-52,08.088-7,tabelionato de notas e protesto de títulos,Campo Largo,83601140,www.tabelionatoandrade.com.br,1873-11-30,notas;protesto de títulos,municípios de campo largo e balsa nova,campo largo
PR,77.787.265/0001-06,08.087-9,ofício de registro de imóveis,Campo Largo,83601140,"",1873-07-05,registro de imóveis,balsa nova;município de campo largo,campo largo
PR,10.658.181/0001-00,08.086-1,ofício do registro civil e tabelionato de notas - bateias,Campo Largo,83648000,"",1949-01-28,casamentos;nascimentos;notas;óbitos,registro civil distrito de bateias.,campo largo
PR,77.787.356/0001-41,08.642-1,ofício do registro civil e tabelionato de notas - três córregos,Campo Largo,83642000,"",1934-11-30,casamentos;nascimentos;notas;óbitos,distrito de três córregos,campo largo
PR,10.659.831/0001-23,12.993-2,ofício do registro civil e tabelionato de notas - ferraria,Campo Largo,83609800,www.cartorioferraria.com.br,2009-02-11,casamentos;nascimentos;notas;óbitos,distrito de ferraria,campo largo
PR,76.714.971/0001-65,08.102-6,ofício de registro civil das pessoas naturais e 3º tabelionato de notas,Campo Mourão,87303000,"",1921-11-14,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de campo mourão,campo mourão
PR,78.184.439/0001-09,08.091-1,1º tabelionato de notas,Campo Mourão,87300390,"",1921-05-12,notas,município de campo mourão,campo mourão
PR,78.190.469/0001-28,08.090-3,2ª tabelionato de notas,Campo Mourão,87300005,"",1955-05-23,notas,município de campo mourão,campo mourão
PR,"",08.521-7,1º ofício do registro de imóveis,Campo Mourão,87303240,"",1949-03-11,registro de imóveis,farol e janiópolis;municípios de campo mourão,campo mourão
PR,78.190.451/0001-26,08.021-8,2º ofício de registro de imóveis,Campo Mourão,87303120,"",1969-05-20,registro de imóveis,campo mourão,campo mourão
PR,"",08.089-5,1º tabelionato de protesto de títulos,Campo Mourão,87303120,"",1970-06-29,protesto de títulos;registro de títulos e documentos,"",campo mourão
PR,76.729.771/0001-86,08.092-9,2º tabelionato  de protesto de títulos,Campo Mourão,87300020,"",1985-07-18,protesto de títulos,luiziano e janiopolis;municípios de campo mourão,campo mourão
PR,78.184.447/0001-55,08.233-9,ofíco de registro civil e tabelionato de notas - piquirivaí,Campo Mourão,87318000,"",1966-08-19,casamentos;nascimentos;notas;óbitos,distrito de piquirivai,campo mourão
PR,78.593.092/0001-58,08.618-1,ofício de registro de imóveis e anexos,Cândido de Abreu,84470000,"",1967-07-20,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,excetuam-se os distritos de três bicos e tereza cristina;município de cândido de abreu. para o registro civil,cândido de abreu
PR,78.068.228/0001-00,08.748-1,tabelionato de notas e protesto de títulos,Cândido de Abreu,84470000,"",1967-07-20,notas;protesto de títulos,município de cândido de abreu,cândido de abreu
PR,78.067.881/0001-55,08.243-8,ofício de registro civil das pessoas naturais e tabelionato de notas - tereza cristina,Cândido de Abreu,84490000,"",1893-08-14,casamentos;nascimentos;notas;óbitos,distrito de tereza cristina,cândido de abreu
PR,78.249.612/0001-00,08.641-3,ofício de registro civil das pessoas naturais e tabelionato de notas - três bicos,Cândido de Abreu,84480000,"",1924-02-24,casamentos;nascimentos;notas;óbitos,distrito de tres bicos,cândido de abreu
PR,78.068.228/0001-00,08.506-8,ofício de registro de imóveis,Cândido de Abreu,84470000,"",1967-07-20,registro de imóveis,cândido de abreu,cândido de abreu
PR,78.250.503/0001-02,08.332-9,ofício de registro cívil das pessoas naturais e tabelionato de notas,Candói,85140000,"",1972-02-08,casamentos;nascimentos;notas;óbitos,município de candói,guarapuava
PR,78.283.058/0001-87,12.950-2,tabelionato de notas,Cantagalo,85160000,"",1954-10-25,notas,município de cantagalo,cantagalo
PR,02.948.807/0001-86,08.530-8,"ofício de registro de imóveis,títulos e documentos e civil das pessoas naturais",Cantagalo,85160000,"",1999-09-09,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,municípios de cantagalo;virmond e goioxim,cantagalo
PR,02.970.522/0001-41,08.738-7,1º tabelionato de protesto de titulos,Cantagalo,85160000,"",1954-10-25,protesto de títulos,município de cantagalo e e distrito goioxim,cantagalo
PR,77.832.053/0001-01,08.284-2,"ofício do registro civil, títulos e documentose de pessoas jurídicas",Capanema,85760000,"",1954-08-12,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de capanema,capanema
PR,77.832.061/0001-40,08.420-2,ofício do registro de imóveis,Capanema,85760000,"",1968-05-28,registro de imóveis,municípios de capanema;pérola d´oeste e bela vista da caroba;planalto,capanema
PR,78.114.683/0001-03,08.117-4,ofício do registro civil e tabelionato de notas - cristo rei,Capanema,85760000,"",1972-02-07,casamentos;nascimentos;notas;óbitos,distrito de cristo rei,capanema
PR,77.619.161/0001-92,12.949-4,ofício do registro civil e tabelionato de notas - alto faraday,Capanema,85760000,"",1974-03-27,casamentos;nascimentos;óbitos,município de capanema,capanema
PR,77.832.079/0001-41,14.145-7,ofício de registro civil e tabelionato de notas - são luiz,Capanema,85760000,"",1965-06-25,casamentos;nascimentos;notas;óbitos,distrito de são luiz,capanema
PR,10.647.942/0001-10,12.364-3,tabelionato de notas,Capanema,85760000,"",1956-03-13,notas,município de capanema,capanema
PR,10.673.835/0001-66,08.808-8,tabelionato de protesto de títulos,Capanema,85760000,"",1968-01-05,protesto de títulos,bela vista da caroba e planalto;município de capanema;pérola d´oeste,capanema
PR,00.084.524/0001-08,08.593-6,"ofício do registro civil, títulos e documentos e de pessoas jurídicas",Capitão Leônidas Marques,85790000,"",1964-08-13,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de capitão leônidas marques.,capitão leônidas marques
PR,78.118.700/0001-72,08.779-1,tabelionato de notas e protesto de títulos,Capitão Leônidas Marques,85790000,"",1970-09-03,notas;protesto de títulos,município de capitão leônidas marques,capitão leônidas marques
PR,80.869.381/0001-89,08.510-0,ofício do registro de imóveis,Capitão Leônidas Marques,85790000,"",1988-10-12,registro de imóveis,boa vista da aparecida e santa lúcia;municípios de capitão leônidas marques,capitão leônidas marques
PR,78.247.822/0001-69,08.566-2,"ofício de registro civil e imóveis, títulos documentos e pessoas jurídicas",Carlópolis,86420000,"",1904-10-14,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de carlópolis,carlópolis
PR,78.247.830/0001-05,08.093-7,tabelionato de notas e de protesto de títulos,Carlópolis,86420000,"",1904-10-12,notas;protesto de títulos,município de carlópolis,carlópolis
PR,78.675.329/0001-40,07.984-8,1º ofício de registro civil e o 4º tabelionato de notas,Cascavel,85801020,"",1954-06-09,casamentos;interdições e tutelas;nascimentos;óbitos,município de cascavel,cascavel
PR,78.677.788/0001-62,08.017-6,2º ofício do registro civil e 5º tabelionato de notas,Cascavel,85812020,"",1982-08-02,casamentos;nascimentos;notas;óbitos,município de cascavel,cascavel
PR,78.118.460/0001-06,08.300-6,1º tabelionato de notas,Cascavel,85801120,www.mion.com.br,1954-06-10,notas,município de cascavel,cascavel
PR,78.118.437/0001-11,08.032-5,2º tabelionato de notas,Cascavel,85810070,"",1969-11-25,notas,município de cascavel,cascavel
PR,78.678.448/0001-56,08.299-0,3º tabelionato de notas,Cascavel,85801120,"",1982-10-05,notas,município de cascavel,cascavel
PR,78.118.502/0001-09,08.557-1,2º ofício de registro de imóveis,Cascavel,85810070,"",1977-04-15,registro de imóveis,parte do municípios de cascavel,cascavel
PR,78.121.803/0001-91,08.047-3,3º ofício de registro de imóveis,Cascavel,85810010,"",1982-11-22,registro de imóveis,município de cascavel,cascavel
PR,78.118.585/0001-36,08.303-0,ofício do registro de títulos e documentos,Cascavel,85801020,"",1954-06-23,registro civil de pessoas jurídicas;registro de títulos e documentos,municípios de cascavel;santa tereza do oeste e juvinópolis,cascavel
PR,00.121.501/0001-26,08.304-8,2º tabelionato de protesto de títulos,Cascavel,85801120,"",1977-04-25,protesto de títulos,lindoeste e santa tereza d´oeste;municípios de cascavel,cascavel
PR,78.121.142/0001-02,08.301-4,1º tabelionato de protesto de títulos,Cascavel,85810070,"",1954-06-18,protesto de títulos,lindoeste e santa teresa d´oeste;município de cascavel,cascavel
PR,78.118.593/0001-82,08.302-2,1º ofício de registro de imóveis,Cascavel,85801130,"",1954-06-24,registro de imóveis,município de cascavel;santa tereza do oeste e distrito de alvorada,cascavel
PR,78.242.609/0001-64,08.491-3,ofício de registro civil das pessoas naturais e anexos,Castro,84165210,"",1976-04-04,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de castro,castro
PR,78.242.575/0001-08,08.821-1,tabelionato de notas e protestos,Castro,84165010,"",1757-11-07,notas;protesto de títulos,"",castro
PR,77.780.716/0001-83,08.697-5,ofício do registro de imóveis,Castro,84165220,"",1967-04-21,registro de imóveis,"",castro
PR,78.242.641/0001-40,08.333-7,ofício de registro civil das pessoas naturais e tabelionato de notas - dist. socovão,Castro,84190000,"",1912-01-05,casamentos;nascimentos;notas;óbitos,distrito de socavão,castro
PR,78.118.668/0001-25,08.755-1,tabelionato de notas  e protesto de títulos,Catanduvas,85470000,"",1931-10-16,notas;protesto de títulos,ibema e três barras do paraná;municípios de catanduvas,catanduvas
PR,80.869.191/0001-61,08.609-0,ofício de registro de imóveis e anexos,Catanduvas,85470000,"",1988-10-12,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,ibema e três barras do paraná registro de imóveis;município de catanduva registro civil. municípios de catanduva;títulos e documentos e pessoas jurídicas,catanduvas
PR,78.955.044/0001-62,08.260-2,"ofício de registro civildas pessoas naturais, títulos e documentos, e pessoas jurídicas",Centenário do Sul,86630000,"",1949-02-23,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de centenário do sul,centenário do sul
PR,78.008.794/0001-27,08.786-6,tabelionato de notas e protestos de títulos,Centenário do Sul,86630000,"",1949-02-21,notas;protesto de títulos,cafeara e lupionopolis;municípios de centenário do sul,centenário do sul
PR,78.955.267/0001-20,08.708-0,ofício de registro de imóveis,Centenário do Sul,86630000,"",1986-04-14,registro de imóveis,lupinópolis e cafeara;município de centenário do sul,centenário do sul
PR,75.212.910/0001-37,08.467-3,"ofício do registro civil, imóveis títulos e documentos",Cerro Azul,83570000,"",1990-08-11,casamentos;interdições e tutelas;nascimentos;óbitos;registro de imóveis;registro de títulos e documentos,município de cerro azul e doutor ulisses,cerro azul
PR,75.627.133/0001-91,08.765-0,tabelionato de notas e de protesto de títulos,Cerro Azul,83570000,"",1990-12-17,notas;protesto de títulos,município de cerro azul e doutor ulisses,cerro azul
PR,75.154.344/0001-54,08.467-3,ofício do registro de imóveis,Cerro Azul,83570000,"",1893-02-05,registro de imóveis,municípios de cerro azul e doutor ulysses,cerro azul
PR,78.100.831/0001-22,08.623-1,ofício de registro civil e tabelionato de notas,Céu Azul,85840000,"",1965-09-09,casamentos;nascimentos;notas;óbitos,município de céu azul,matelândia
PR,77.780.724/0001-20,08.819-5,tabelionato de notas e de protestos de títulos,Chopinzinho,85560000,"",1965-12-14,notas;protesto de títulos,notas chopinzinho. protesto chopinzinho;são joão;saudade do iguaçu e sulina,chopinzinho
PR,77.780.732/0001-76,08.305-5,"ofício de registro civil, reg. de imóveis, títulos e documentos",Chopinzinho,85560000,"",1965-12-14,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de chopinzinho. são joão;saudade do iguaçu e sulina,chopinzinho
PR,07.289.305/0001-04,08.701-5,ofício do registro civil  e 3º tabelionato de notas,Cianorte,87200000,"",1955-07-18,casamentos;nascimentos;notas;óbitos,município de cianorte,cianorte
PR,78.188.166/0001-70,08.000-2,1º tabelionato de notas,Cianorte,87200000,"",1955-07-11,notas,indianópolis;japurá;jussara;municipio de cianorte;são manoel do parana. distritos são lourenço e patrimônio de vidigal;são tomé,cianorte
PR,78.188.265/0001-52,08.306-3,2º tabelionato de notas,Cianorte,87200000,www.cartoriovieira.com.br,1969-06-03,notas,município de cianorte,cianorte
PR,78.188.182/0001-63,07.991-3,1º ofício do registro de imóveis,Cianorte,87200000,"",1963-08-06,registro de imóveis,área urbana zona 01;zona 02;zona 06 da sede da comarca àrea rural- gleba patrimônio indianópolis e gleba são manoel gleba dos indios parte gleba dos sutis parte gleba são tomé parte gleba patrimônio cianorte parte,cianorte
PR,78.182.240/0001-59,08.524-1,2º ofício de registro de imóveis,Cianorte,87200000,"",1969-07-08,registro de imóveis,cianorte;cidade de jussara;perímetro urbano;são tomé e japurá;zona rural,cianorte
PR,78.188.299/0001-47,08.532-4,ofício de  registro de títulos e documentos  e de pessoas juridicas e protesto,Cianorte,87200254,"",1970-06-10,protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,e são manoel do paraná.distrito de são lourenço e patrimônio de vidigal;indianópolis;japurá;jussara;município de cianorte;são tomé,cianorte
PR,78.188.216/0001-10,08.572-0,ofício de  registro civil e tabelionato de notas - são lourenço,Cianorte,87205000,"",1967-10-14,casamentos;nascimentos;notas;óbitos,distrito de são lourenço,cianorte
PR,78.191.582/0001-28,14.474-1,ofício de registro civil das pessoas naturais e anexos,Cidade Gaúcha,87820000,"",1955-06-28,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de cidade gaúcha,cidade gaúcha
PR,78.188.190/0001-00,08.748-6,tabelionato  de notas e de protesto de títulos,Cidade Gaúcha,87820000,"",1955-06-28,notas;protesto de títulos,cidade gaúcha;nova olímpia;rondon e guaporema;tapira,cidade gaúcha
PR,78.188.307/0001-55,08.181-0,ofício de registro de imóveis,Cidade Gaúcha,87820000,"",1978-03-07,registro de imóveis,guaporema e rondon;nova olímpia;tapira,cidade gaúcha
PR,77.781.359/0001-78,08.596-9,ofício de registro civil das pessoas naturais e anexos,Clevelândia,85530000,"",1892-06-28,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de clevelândia,clevelândia
PR,77.781.367/0001-14,08.509-2,ofício do registro de imóveis,Clevelândia,85530000,"",1930-03-30,registro de imóveis,município de clevelândia,clevelândia
PR,00.330.947/0001-60,08.785-8,tabelionato de notas,Clevelândia,85530000,"",1905-10-10,notas,"",clevelândia
PR,77.781.375/0001-60,13.013-8,ofício de registro civil das pessoas naturais e tabelionato - dist. são francisco sales,Clevelândia,85534000,"",1963-04-19,casamentos;nascimentos;notas;óbitos,distrito de são francisco de sales,clevelândia
PR,11.654.853/0001-63,14.216-6,ofício de registro civil das pessoas naturais e anexos,Colombo,83414010,"",1990-11-25,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de colombo,colombo
PR,75.268.532/0001-03,08.773-4,tabelionato de notas e protesto de títulos,Colombo,83414000,"",1944-05-02,notas;protesto de títulos,município de colombo,colombo
PR,75.268.789/0001-65,08.196-8,ofício do registro de imóveis,Colombo,83414190,"",1949-11-10,registro de imóveis,município de colombo,colombo
PR,75.719.369/0001-58,08.676-9,ofício de registro civil e tabelionato de notas - guaraituba,Colombo,83408000,"",1970-06-01,casamentos;nascimentos;notas;óbitos,distrito de guaraituba,colombo
PR,40.219.859/0001-00,08.237-0,ofício de registro civil e tabelionato de notas - roça grande,Colombo,83402000,"",1991-05-03,casamentos;nascimentos;notas;óbitos,distrito de roça grande,colombo
PR,77.933.265/0001-77,08.177-8,"ofício de registro civil, títulos e documentos e de pessoas jurídicas",Colorado,86690000,"",1954-05-24,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de colorado,colorado
PR,77.933.299/0001-61,08.307-1,tabelionato de notas e protesto de títulos,Colorado,86690000,"",1954-05-24,notas;protesto de títulos,município de colorado,colorado
PR,77.933.307/0001-70,08.602-5,ofício de  registro de imóveis,Colorado,86690000,"",1963-09-28,registro de imóveis,município de colorado;nossa senhora das graças;santa inês e lobato;santo inâcio,colorado
PR,79.263.430/0001-56,08.067-1,ofício de registro civil e tabelionato de notas - alto alegre,Colorado,86695000,"",1963-12-30,casamentos;nascimentos;notas;óbitos,distrito de alto alegre,colorado
PR,78.028.040/0001-39,08.616-5,"ofício de registro de imóveis, civil das pessoas naturais e anexos",Congonhinhas,86320000,"",1964-12-12,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,municípios de congonhinhas e santo antonio do paraíso,congonhinhas
PR,78.028.123/0001-28,08.308-9,tabelionato de notas  e protesto de títulos,Congonhinhas,86320000,"",1939-06-03,notas;protesto de títulos,congoinhas e santo antonio do paraíso,congonhinhas
PR,78.063.401/0001-88,08.309-7,ofício do registro civil e tabelionato de notas,Conselheiro Mairinck,86480000,"",1954-07-16,casamentos;nascimentos;notas;óbitos,município de conselheiro mairinck,ibaiti
PR,10.791.825/0001-25,08.624-9,ofício de registro civil das pessoas naturais e tabelionato de notas,Contenda,83730000,"",1918-12-14,casamentos;nascimentos;notas;óbitos,município de contenda,lapa
PR,02.296.993/0001-16,08.155-4,ofício de registro civil das pessoas naturais e tabelionato de notas - catanduvas do sul,Contenda,83730000,"",1964-11-26,casamentos;nascimentos;notas;óbitos,distrito de catanduvas do sul,lapa
PR,81.267.262/0001-19,08.594-4,"ofício do registro civil, títulos e documentos e pessoas jurídicas",Corbélia,85420000,"",1961-11-15,casamentos;interdições e tutelas;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de corbélia e distrito de ouro verde do piquiri,corbélia
PR,78.118.551/0001-41,08.310-5,tabelionato de notas e de protestos de títulos,Corbélia,85420000,"",1961-11-14,notas;protesto de títulos,anahy e iguatu;braganey;cafelândia;município de corbélia,corbélia
PR,78.118.601/0001-90,08.187-7,ofício de registro de imóveis,Corbélia,85420000,"",1978-02-24,registro de imóveis,braganey;cafelândia;iguatú e anahy;municípios de corbélia,corbélia
PR,00.738.738/0001-05,08.477-2,ofício de registro civil das pessoas naturais e 3º tabelionato de notas,Cornélio Procópio,86300000,"",1935-06-06,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de cornélio procópio,cornélio procópio
PR,"",08.558-9,2º tabelionato de notas,Cornélio Procópio,86300000,"",1949-05-31,notas,município de cornélio procópio,cornélio procópio
PR,"",08.608-2,1º ofício do registro de imóveis,Cornélio Procópio,86300000,"",1963-04-08,registro de imóveis,leópolis e sertaneja;municípios de cornélio procópio,cornélio procópio
PR,78.028.131/0001-74,08.614-0,2º ofício do registro de imóveis,Cornélio Procópio,86300000,"",1938-02-15,registro de imóveis,leópolis e sertaneja;municípios de cornélio procópio,cornélio procópio
PR,78.028.065/0001-32,08.811-2,"tabelionato de protesto, registro de títulos e documentos e civil de pessoas jurídicas",Cornélio Procópio,86300000,"",1949-04-07,protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,leópolis e sertaneja;municípios de cornélio procópio,cornélio procópio
PR,78.028.990/0001-63,08.456-6,1º tabelionato de notas,Cornélio Procópio,86300000,"",1949-04-07,notas,município de cornélio procópio,cornélio procópio
PR,77.780.807/0001-19,08.470-7,ofício de registro civil das pessoas naturais e anexos,Coronel Vivida,85550000,"",1965-01-30,casamentos;nascimentos;óbitos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de coronel vivida,coronel vivida
PR,77.780.815/0001-65,08.312-1,tabelionato de notas  e de protesto de títulos,Coronel Vivida,85550000,"",1954-05-04,notas;protesto de títulos,municípios de coronel vivida,coronel vivida
PR,77.780.690/0001-73,08.311-3,ofício  de registro de imóveis,Coronel Vivida,85550000,"",1965-01-09,registro de imóveis,município de coronel vivida,coronel vivida
PR,78.191.061/0001-70,08.313-9,ofício de regitro civil e tabelionato de notas,Corumbataí do Sul,86970000,"",1967-07-07,casamentos;nascimentos;notas;óbitos,município de corumbataí do sul,barbosa ferraz
PR,78.103.488/0001-70,08.096-0,ofício de registro civil das pessoas naturais,Cruzeiro do Iguaçu,85598000,"",1968-08-13,casamentos;nascimentos;óbitos,município de cruzeiro do iguaçu,dois vizinhos
